cargo_type,current_temp,safe_temp,max_temp_threshold,flight_duration_hours,flight_delay_minutes,viability_percentage
Platelets,24.54,22,24,3.49,561,73.68
Platelets,26.49,22,24,11.63,1431,38.17
Platelets,24.79,22,24,9.49,663,60.82
Platelets,23.18,22,24,10.16,1318,49.82
Platelets,22.32,22,24,9.39,421,71.51
Platelets,20.79,22,24,9.21,1074,60.74
Platelets,24.58,22,24,2.86,738,69.65
Platelets,23.76,22,24,8.13,184,77.67
Platelets,24.48,22,24,5.39,1182,55.18
Platelets,21.28,22,24,5.32,1040,64.98
Platelets,27.92,22,24,11.68,56,68.61
Platelets,25.2,22,24,6.33,388,72.72
Platelets,24.84,22,24,8.21,745,60.59
Platelets,26.51,22,24,3.41,859,61.77
Platelets,22.73,22,24,10.09,244,74.25
Platelets,20.3,22,24,11.8,1436,52.99
Platelets,24.79,22,24,9.44,266,71.48
Platelets,20.32,22,24,11.72,878,62.57
Platelets,20.64,22,24,8.09,105,83.61
Platelets,24.71,22,24,4.81,656,68.46
Platelets,23.39,22,24,4.66,1342,55.16
Platelets,21.67,22,24,10.94,748,63.27
Platelets,21.04,22,24,5.0,894,68.91
Platelets,25.35,22,24,3.31,1100,58.04
Platelets,22.04,22,24,6.6,504,74.01
Platelets,21.87,22,24,5.56,701,71.06
Platelets,23.19,22,24,8.22,580,67.83
Platelets,25.74,22,24,3.11,282,81.75
Platelets,27.46,22,24,3.48,389,74.94
Platelets,25.5,22,24,9.11,853,55.31
Red Blood Cells,5.65,5,10,5.12,1020,62.81
Red Blood Cells,13.54,5,10,5.87,404,61.89
Red Blood Cells,7.43,5,10,10.68,14,76.86
Red Blood Cells,12.62,5,10,3.26,789,55.76
Red Blood Cells,10.76,5,10,8.89,824,49.58
Red Blood Cells,13.53,5,10,7.27,128,69.9
Red Blood Cells,9.4,5,10,8.91,1226,43.97
Red Blood Cells,11.54,5,10,3.31,1277,44.57
Red Blood Cells,6.93,5,10,3.41,716,70.04
Red Blood Cells,9.93,5,10,10.19,104,70.64
Red Blood Cells,10.44,5,10,10.35,870,47.11
Red Blood Cells,9.64,5,10,10.23,1240,41.43
Red Blood Cells,13.42,5,10,5.71,1099,40.36
Red Blood Cells,12.36,5,10,2.99,35,88.26
Red Blood Cells,12.04,5,10,9.87,1199,36.14
Red Blood Cells,6.89,5,10,4.3,707,68.92
Red Blood Cells,8.76,5,10,9.26,1135,47.15
Red Blood Cells,3.05,5,10,10.41,703,68.39
Red Blood Cells,6.62,5,10,10.54,785,58.55
Red Blood Cells,7.38,5,10,10.26,257,70.51
Red Blood Cells,9.15,5,10,10.16,312,65.56
Red Blood Cells,14.0,5,10,3.67,915,47.47
Red Blood Cells,10.48,5,10,2.56,451,73.62
Red Blood Cells,4.29,5,10,4.27,344,82.76
Red Blood Cells,4.41,5,10,4.69,1077,64.9
Red Blood Cells,3.93,5,10,2.21,230,89.47
Red Blood Cells,8.7,5,10,3.4,536,72.06
Red Blood Cells,12.86,5,10,10.55,876,40.21
Red Blood Cells,12.32,5,10,5.12,1174,42.33
Red Blood Cells,6.1,5,10,2.88,1145,61.98
Red Blood Cells,9.3,5,10,9.18,893,51.23
Red Blood Cells,10.01,5,10,2.87,1114,53.34
Red Blood Cells,5.77,5,10,9.54,76,79.5
Red Blood Cells,7.81,5,10,4.99,1048,57.27
Red Blood Cells,13.71,5,10,3.0,1272,39.34
Red Blood Cells,11.84,5,10,6.3,1382,37.31
Red Blood Cells,12.27,5,10,9.63,526,52.83
Red Blood Cells,7.72,5,10,2.64,726,69.53
Red Blood Cells,4.28,5,10,8.69,836,65.2
Red Blood Cells,9.2,5,10,6.82,956,53.4
Red Blood Cells,9.97,5,10,10.83,190,66.42
Red Blood Cells,7.83,5,10,6.37,264,76.5
Red Blood Cells,7.54,5,10,3.31,1180,57.2
Red Blood Cells,4.54,5,10,3.55,256,86.0
Red Blood Cells,9.78,5,10,5.77,343,71.81
Red Blood Cells,13.77,5,10,4.51,99,78.77
Red Blood Cells,5.38,5,10,4.62,572,74.7
Red Blood Cells,7.7,5,10,3.86,239,82.45
Red Blood Cells,6.27,5,10,5.51,1253,55.86
Red Blood Cells,7.07,5,10,3.22,1219,57.57
Red Blood Cells,12.05,5,10,7.64,26,75.92
Red Blood Cells,9.26,5,10,10.29,475,60.38
Red Blood Cells,8.56,5,10,3.64,342,78.23
Red Blood Cells,11.84,5,10,4.67,122,79.82
Red Blood Cells,13.83,5,10,8.22,1170,34.01
Red Blood Cells,8.45,5,10,4.45,508,71.41
Red Blood Cells,4.83,5,10,4.94,735,71.24
Red Blood Cells,8.9,5,10,11.1,1327,40.83
Red Blood Cells,5.08,5,10,7.66,45,84.43
Red Blood Cells,7.57,5,10,11.38,1142,47.65
Red Blood Cells,11.23,5,10,5.6,1193,44.11
Red Blood Cells,3.58,5,10,8.9,602,71.25
Red Blood Cells,8.04,5,10,10.62,606,59.23
Red Blood Cells,11.34,5,10,7.54,1275,39.36
Red Blood Cells,6.89,5,10,9.55,1040,53.68
Red Blood Cells,12.01,5,10,5.48,382,66.83
Red Blood Cells,4.1,5,10,5.15,377,80.8
Red Blood Cells,9.05,5,10,11.85,672,53.33
Red Blood Cells,12.8,5,10,5.99,504,59.51
Red Blood Cells,9.85,5,10,2.82,418,75.3
Red Blood Cells,8.57,5,10,4.31,592,68.88
Red Blood Cells,9.59,5,10,9.97,564,57.68
Red Blood Cells,11.65,5,10,2.36,1231,46.86
Red Blood Cells,12.43,5,10,11.59,140,61.35
Red Blood Cells,4.51,5,10,9.58,1202,56.55
Red Blood Cells,8.9,5,10,2.87,294,81.08
Red Blood Cells,10.46,5,10,6.47,1148,46.0
Red Blood Cells,8.66,5,10,3.67,747,65.24
Red Blood Cells,12.39,5,10,8.22,893,44.53
Red Blood Cells,3.41,5,10,6.66,559,75.41
Red Blood Cells,3.52,5,10,6.22,1099,64.59
Red Blood Cells,7.57,5,10,3.28,801,66.68
Red Blood Cells,13.23,5,10,4.15,753,53.71
Red Blood Cells,8.83,5,10,5.84,573,66.18
Red Blood Cells,6.2,5,10,2.81,413,80.83
Red Blood Cells,10.55,5,10,9.68,894,47.22
Red Blood Cells,8.13,5,10,7.2,636,63.57
Red Blood Cells,8.03,5,10,2.57,423,78.44
Red Blood Cells,4.88,5,10,2.65,1121,65.53
Red Blood Cells,5.32,5,10,10.12,963,58.47
Red Blood Cells,10.62,5,10,7.72,695,55.31
Red Blood Cells,12.45,5,10,10.32,92,65.92
Red Blood Cells,6.09,5,10,3.13,658,73.57
Red Blood Cells,11.8,5,10,10.1,768,46.44
Red Blood Cells,3.07,5,10,4.74,662,76.25
Red Blood Cells,4.18,5,10,8.26,19,85.13
Red Blood Cells,5.61,5,10,11.52,1078,53.89
Red Blood Cells,3.45,5,10,2.49,1251,66.14
Red Blood Cells,3.61,5,10,5.32,1434,59.21
Red Blood Cells,6.06,5,10,7.8,760,64.12
Red Blood Cells,13.05,5,10,3.41,166,79.7
Red Blood Cells,6.16,5,10,7.07,754,65.07
Red Blood Cells,12.48,5,10,10.76,1196,33.9
Red Blood Cells,11.44,5,10,9.79,855,45.66
Red Blood Cells,10.24,5,10,8.94,891,49.19
Red Blood Cells,11.96,5,10,9.84,323,59.67
Red Blood Cells,6.13,5,10,6.07,296,78.66
Red Blood Cells,9.34,5,10,10.98,1131,43.54
Red Blood Cells,6.5,5,10,8.72,421,70.22
Red Blood Cells,8.24,5,10,8.86,351,68.56
Red Blood Cells,13.42,5,10,10.13,641,45.59
Red Blood Cells,10.23,5,10,8.25,59,75.94
Red Blood Cells,9.23,5,10,6.48,456,67.74
Red Blood Cells,7.75,5,10,4.51,1407,50.1
Red Blood Cells,11.39,5,10,9.37,587,53.64
Red Blood Cells,5.27,5,10,9.04,198,77.72
Red Blood Cells,6.06,5,10,6.86,501,71.87
Red Blood Cells,10.37,5,10,10.12,93,70.36
Red Blood Cells,12.54,5,10,6.9,796,49.0
Red Blood Cells,13.53,5,10,2.69,726,56.96
Red Blood Cells,10.98,5,10,3.01,1053,52.3
Red Blood Cells,11.38,5,10,7.07,1215,41.18
Red Blood Cells,13.56,5,10,9.83,1236,31.32
Red Blood Cells,10.21,5,10,6.31,1309,43.29
Red Blood Cells,6.21,5,10,6.69,1035,59.11
Red Blood Cells,11.09,5,10,5.85,611,60.07
Red Blood Cells,7.33,5,10,7.07,79,81.81
Red Blood Cells,11.65,5,10,7.56,1361,36.72
Red Blood Cells,4.87,5,10,10.49,441,70.24
Red Blood Cells,8.75,5,10,9.01,66,76.37
Red Blood Cells,13.56,5,10,11.59,454,48.18
Red Blood Cells,12.51,5,10,11.73,439,51.06
Red Blood Cells,6.96,5,10,10.53,1117,50.75
Red Blood Cells,9.3,5,10,8.98,967,49.79
Red Blood Cells,8.72,5,10,2.87,877,62.8
Red Blood Cells,6.84,5,10,5.78,213,80.64
Red Blood Cells,4.81,5,10,4.27,379,81.18
Red Blood Cells,3.39,5,10,8.57,646,71.1
Red Blood Cells,5.54,5,10,4.19,1325,57.81
Red Blood Cells,8.02,5,10,9.28,890,54.43
Red Blood Cells,10.52,5,10,3.88,1382,44.05
Red Blood Cells,8.07,5,10,8.55,956,53.8
Red Blood Cells,8.31,5,10,2.34,1391,51.79
Red Blood Cells,5.5,5,10,8.76,580,68.17
Red Blood Cells,6.49,5,10,3.61,725,70.32
Red Blood Cells,7.65,5,10,3.12,761,67.85
Red Blood Cells,3.34,5,10,4.95,430,80.83
Red Blood Cells,10.85,5,10,5.34,819,55.27
Red Blood Cells,9.74,5,10,4.58,706,62.52
Red Blood Cells,8.55,5,10,4.0,22,89.17
Red Blood Cells,5.46,5,10,8.47,360,74.09
Red Blood Cells,4.13,5,10,10.46,85,80.1
Red Blood Cells,10.46,5,10,6.87,1356,40.92
Red Blood Cells,13.99,5,10,10.65,869,37.19
Red Blood Cells,13.84,5,10,5.08,412,62.82
Red Blood Cells,3.51,5,10,2.27,182,90.99
Red Blood Cells,12.46,5,10,6.45,332,65.6
Red Blood Cells,11.84,5,10,2.95,1058,50.06
Red Blood Cells,4.27,5,10,2.29,1,95.73
Red Blood Cells,9.02,5,10,7.9,914,53.28
Red Blood Cells,3.02,5,10,3.22,343,85.8
Red Blood Cells,5.69,5,10,8.96,76,80.59
Red Blood Cells,8.84,5,10,8.81,1081,48.66
Red Blood Cells,13.45,5,10,4.75,576,58.12
Red Blood Cells,6.03,5,10,6.82,646,68.33
Red Blood Cells,10.07,5,10,6.96,498,63.8
Red Blood Cells,8.5,5,10,7.5,895,55.61
Red Blood Cells,10.77,5,10,8.41,1195,41.53
Red Blood Cells,6.11,5,10,3.73,779,69.48
Red Blood Cells,9.91,5,10,3.08,343,77.43
Red Blood Cells,5.4,5,10,8.0,655,67.68
Red Blood Cells,13.44,5,10,3.22,1299,39.07
Red Blood Cells,3.08,5,10,12.0,949,61.95
Red Blood Cells,13.24,5,10,2.04,721,59.24
Red Blood Cells,5.82,5,10,10.03,1308,50.74
Red Blood Cells,3.34,5,10,7.76,762,69.8
Red Blood Cells,9.79,5,10,11.58,1375,36.97
Red Blood Cells,3.55,5,10,5.64,1243,62.47
Red Blood Cells,4.62,5,10,3.62,968,68.15
Red Blood Cells,9.45,5,10,10.98,101,70.05
Red Blood Cells,4.2,5,10,10.25,766,64.89
Red Blood Cells,3.16,5,10,2.53,996,71.8
Red Blood Cells,12.89,5,10,5.98,236,69.78
Red Blood Cells,4.91,5,10,8.8,935,61.62
Red Blood Cells,5.15,5,10,2.57,875,70.68
Red Blood Cells,5.62,5,10,10.86,1266,51.15
Red Blood Cells,11.14,5,10,2.32,238,81.83
Red Blood Cells,11.56,5,10,11.4,605,49.31
Red Blood Cells,11.45,5,10,2.69,241,80.33
Red Blood Cells,12.57,5,10,8.38,765,47.28
Red Blood Cells,3.71,5,10,10.74,534,70.12
Red Blood Cells,6.62,5,10,6.86,434,72.66
Red Blood Cells,5.5,5,10,2.06,952,68.88
Red Blood Cells,10.32,5,10,9.98,632,54.02
Red Blood Cells,12.14,5,10,5.3,238,72.74
Red Blood Cells,5.71,5,10,8.26,669,66.34
Red Blood Cells,10.28,5,10,7.18,732,56.01
Red Blood Cells,5.92,5,10,6.55,520,72.13
Red Blood Cells,8.96,5,10,3.72,936,59.26
Red Blood Cells,8.56,5,10,3.01,647,69.6
Red Blood Cells,7.69,5,10,10.85,1172,47.37
Red Blood Cells,10.97,5,10,2.62,1255,47.63
Red Blood Cells,10.84,5,10,7.04,992,47.92
Red Blood Cells,13.9,5,10,9.08,58,67.51
Red Blood Cells,4.14,5,10,11.43,1259,54.53
Red Blood Cells,6.34,5,10,10.21,550,65.06
Red Blood Cells,5.54,5,10,2.89,1282,60.29
Red Blood Cells,8.5,5,10,11.14,1021,47.86
Red Blood Cells,11.95,5,10,9.73,2,71.83
Red Blood Cells,12.49,5,10,2.31,1394,40.63
Red Blood Cells,9.84,5,10,9.73,418,61.67
Red Blood Cells,13.04,5,10,7.33,227,66.5
Red Blood Cells,8.2,5,10,10.29,733,56.25
Red Blood Cells,6.88,5,10,11.57,37,75.44
Red Blood Cells,12.71,5,10,8.31,25,73.14
Red Blood Cells,3.31,5,10,3.75,597,78.67
Red Blood Cells,7.8,5,10,10.37,302,68.24
Red Blood Cells,6.26,5,10,9.72,23,80.03
Red Blood Cells,8.76,5,10,10.5,74,73.13
Red Blood Cells,5.16,5,10,6.19,666,70.46
Red Blood Cells,11.36,5,10,9.31,405,59.4
Red Blood Cells,13.72,5,10,4.36,286,70.32
Red Blood Cells,11.49,5,10,5.74,1059,46.49
Red Blood Cells,6.84,5,10,4.33,562,72.92
Red Blood Cells,12.24,5,10,5.06,321,69.73
Red Blood Cells,4.56,5,10,5.63,1324,58.56
Red Blood Cells,8.03,5,10,11.77,1314,42.74
Red Blood Cells,4.0,5,10,4.91,13,90.95
Red Blood Cells,4.22,5,10,10.81,1303,54.22
Red Blood Cells,12.94,5,10,9.01,1219,34.35
Red Blood Cells,9.98,5,10,7.15,1030,49.09
Red Blood Cells,6.1,5,10,10.04,894,58.09
Red Blood Cells,9.33,5,10,11.14,1146,43.05
Red Blood Cells,9.07,5,10,10.91,493,59.31
Red Blood Cells,4.55,5,10,4.21,1245,61.75
Red Blood Cells,12.2,5,10,4.94,1199,42.32
Red Blood Cells,6.41,5,10,8.97,1427,48.16
Red Blood Cells,4.07,5,10,6.78,51,86.77
Red Blood Cells,9.96,5,10,9.94,1391,38.0
Red Blood Cells,6.31,5,10,10.32,1165,51.78
Red Blood Cells,8.64,5,10,5.52,840,59.7
Red Blood Cells,11.35,5,10,10.57,997,41.43
Red Blood Cells,3.73,5,10,2.31,29,95.07
Red Blood Cells,12.32,5,10,2.25,686,62.1
Red Blood Cells,10.26,5,10,9.04,137,71.31
Red Blood Cells,5.47,5,10,4.3,500,76.96
Red Blood Cells,9.15,5,10,10.44,1419,39.18
Red Blood Cells,12.4,5,10,11.95,59,63.58
Red Blood Cells,9.6,5,10,7.44,933,52.01
Red Blood Cells,5.1,5,10,4.05,1356,58.43
Red Blood Cells,6.72,5,10,6.63,772,64.05
Red Blood Cells,5.31,5,10,7.28,668,68.57
Red Blood Cells,10.21,5,10,10.2,647,53.55
Red Blood Cells,11.72,5,10,3.48,444,69.61
Red Blood Cells,12.68,5,10,11.62,1309,30.24
Red Blood Cells,10.47,5,10,9.74,1248,39.58
Red Blood Cells,8.33,5,10,5.83,961,56.87
Red Blood Cells,13.38,5,10,9.57,262,59.17
Red Blood Cells,3.85,5,10,4.63,1429,59.45
Red Blood Cells,10.4,5,10,3.95,252,78.2
Red Blood Cells,13.74,5,10,4.51,136,76.97
Red Blood Cells,13.06,5,10,6.67,585,54.67
Red Blood Cells,9.37,5,10,11.84,230,64.53
Red Blood Cells,8.52,5,10,9.49,681,57.93
Red Blood Cells,10.15,5,10,6.14,1031,50.1
Red Blood Cells,9.73,5,10,3.24,201,82.75
Red Blood Cells,6.02,5,10,10.85,311,70.68
Red Blood Cells,10.98,5,10,5.28,476,65.93
Red Blood Cells,10.71,5,10,7.05,112,75.93
Red Blood Cells,11.79,5,10,5.91,1402,37.51
Red Blood Cells,9.63,5,10,10.25,1324,39.83
Red Blood Cells,13.04,5,10,6.42,539,56.8
Red Blood Cells,5.78,5,10,4.22,879,66.97
Red Blood Cells,7.69,5,10,9.97,973,52.52
Red Blood Cells,4.02,5,10,11.45,384,71.85
Red Blood Cells,13.28,5,10,9.53,71,67.02
Red Blood Cells,12.77,5,10,3.7,613,60.59
Red Blood Cells,7.98,5,10,5.62,1077,55.27
Red Blood Cells,6.54,5,10,9.8,883,57.55
Red Blood Cells,7.32,5,10,8.4,611,64.11
Red Blood Cells,7.13,5,10,6.85,651,65.89
Red Blood Cells,8.34,5,10,7.39,450,68.05
Red Blood Cells,4.48,5,10,11.63,927,59.44
Red Blood Cells,4.76,5,10,10.16,1183,55.62
Red Blood Cells,4.91,5,10,9.01,1378,53.0
Red Blood Cells,3.03,5,10,7.47,563,74.9
Red Blood Cells,3.83,5,10,2.77,1332,63.39
Red Blood Cells,9.17,5,10,11.96,1004,45.4
Red Blood Cells,9.22,5,10,5.32,338,73.9
Red Blood Cells,10.4,5,10,11.7,1371,35.23
Red Blood Cells,11.02,5,10,10.29,1081,40.86
Red Blood Cells,8.47,5,10,6.33,869,58.08
Red Blood Cells,8.22,5,10,9.78,425,64.93
Red Blood Cells,11.09,5,10,6.63,1269,41.36
Red Blood Cells,9.98,5,10,11.65,973,44.25
Red Blood Cells,11.45,5,10,7.43,1370,37.23
Red Blood Cells,6.66,5,10,10.88,909,55.34
Red Blood Cells,12.43,5,10,7.75,76,72.88
Red Blood Cells,13.81,5,10,5.95,656,51.9
Red Blood Cells,6.58,5,10,2.38,1077,63.17
Plasma & Cryo,-18.95,-18,-18,9.44,747,66.96
Plasma & Cryo,-17.63,-18,-18,7.57,225,79.11
Plasma & Cryo,-16.9,-18,-18,2.83,175,88.05
Plasma & Cryo,-18.88,-18,-18,11.86,1118,57.01
Plasma & Cryo,-17.47,-18,-18,9.19,870,60.81
Plasma & Cryo,-15.38,-18,-18,5.52,1124,53.99
Plasma & Cryo,-18.24,-18,-18,6.22,1289,58.17
Plasma & Cryo,-17.79,-18,-18,6.71,1063,60.77
Plasma & Cryo,-16.79,-18,-18,9.41,726,61.84
Plasma & Cryo,-19.3,-18,-18,10.74,280,76.09
Plasma & Cryo,-17.84,-18,-18,7.12,1165,58.35
Plasma & Cryo,-19.52,-18,-18,11.76,1099,59.33
Plasma & Cryo,-18.78,-18,-18,7.22,1325,57.95
Plasma & Cryo,-17.32,-18,-18,9.6,278,73.86
Plasma & Cryo,-16.8,-18,-18,3.72,315,81.85
Plasma & Cryo,-14.81,-18,-18,10.11,325,66.01
Plasma & Cryo,-18.18,-18,-18,8.51,976,61.43
Plasma & Cryo,-18.32,-18,-18,10.68,3,81.21
Plasma & Cryo,-14.13,-18,-18,6.55,620,61.87
Plasma & Cryo,-16.34,-18,-18,6.42,1318,51.63
Plasma & Cryo,-17.38,-18,-18,11.88,1004,54.55
Plasma & Cryo,-16.67,-18,-18,6.47,1206,54.86
Plasma & Cryo,-19.11,-18,-18,11.35,50,80.26
Plasma & Cryo,-16.17,-18,-18,6.23,339,75.5
Plasma & Cryo,-15.3,-18,-18,11.05,173,70.0
Plasma & Cryo,-19.04,-18,-18,7.51,427,76.67
Plasma & Cryo,-17.53,-18,-18,10.92,1293,50.75
Plasma & Cryo,-18.31,-18,-18,7.1,707,69.29
Plasma & Cryo,-17.51,-18,-18,7.29,1325,54.09
Plasma & Cryo,-17.59,-18,-18,9.0,377,72.8
Plasma & Cryo,-19.9,-18,-18,3.65,1101,69.16
Plasma & Cryo,-18.74,-18,-18,9.06,497,72.34
Plasma & Cryo,-19.62,-18,-18,5.18,580,77.45
Plasma & Cryo,-17.31,-18,-18,9.18,766,62.63
Plasma & Cryo,-16.32,-18,-18,11.53,1396,44.4
Plasma & Cryo,-18.41,-18,-18,6.37,6,88.28
Plasma & Cryo,-16.66,-18,-18,3.39,600,73.86
Plasma & Cryo,-15.23,-18,-18,3.88,354,77.72
Plasma & Cryo,-14.54,-18,-18,11.0,172,68.37
Plasma & Cryo,-19.16,-18,-18,5.84,1203,62.81
Plasma & Cryo,-18.95,-18,-18,5.41,435,79.31
Plasma & Cryo,-19.86,-18,-18,3.34,192,89.59
Plasma & Cryo,-18.07,-18,-18,3.17,1204,63.01
Plasma & Cryo,-14.59,-18,-18,2.79,1431,48.33
Plasma & Cryo,-14.11,-18,-18,2.78,377,77.24
Plasma & Cryo,-16.31,-18,-18,10.32,1307,47.25
Plasma & Cryo,-15.78,-18,-18,11.29,385,64.79
Plasma & Cryo,-15.88,-18,-18,3.62,1360,52.79
Plasma & Cryo,-18.91,-18,-18,10.28,372,73.87
Plasma & Cryo,-17.87,-18,-18,6.18,71,86.15
Plasma & Cryo,-15.35,-18,-18,6.28,1094,53.56
Plasma & Cryo,-16.38,-18,-18,6.44,523,70.33
Plasma & Cryo,-14.01,-18,-18,3.73,1130,52.28
Plasma & Cryo,-16.06,-18,-18,11.95,135,71.24
Plasma & Cryo,-14.4,-18,-18,8.46,734,56.32
Plasma & Cryo,-14.26,-18,-18,8.69,365,66.0
Plasma & Cryo,-14.51,-18,-18,10.74,765,52.44
Plasma & Cryo,-15.21,-18,-18,9.69,1407,42.53
Plasma & Cryo,-16.82,-18,-18,3.53,443,78.39
Plasma & Cryo,-15.29,-18,-18,9.57,1216,46.56
Plasma & Cryo,-16.05,-18,-18,10.22,1194,48.67
Plasma & Cryo,-19.56,-18,-18,10.39,1270,57.92
Plasma & Cryo,-15.76,-18,-18,4.92,784,64.3
Plasma & Cryo,-17.57,-18,-18,5.43,1072,61.57
Plasma & Cryo,-14.86,-18,-18,6.92,1342,45.85
Plasma & Cryo,-14.91,-18,-18,6.93,812,58.11
Plasma & Cryo,-15.78,-18,-18,8.62,1044,52.86
Plasma & Cryo,-16.07,-18,-18,3.88,1246,55.52
Plasma & Cryo,-17.21,-18,-18,9.7,647,64.37
Plasma & Cryo,-19.26,-18,-18,5.22,1325,61.53
Plasma & Cryo,-14.94,-18,-18,8.98,350,67.58
Plasma & Cryo,-17.42,-18,-18,8.88,825,62.03
Plasma & Cryo,-14.43,-18,-18,4.08,731,63.74
Plasma & Cryo,-14.64,-18,-18,3.68,378,76.24
Plasma & Cryo,-18.32,-18,-18,11.72,1416,50.37
Plasma & Cryo,-14.36,-18,-18,9.17,778,53.96
Plasma & Cryo,-14.21,-18,-18,10.14,1173,43.22
Plasma & Cryo,-18.42,-18,-18,5.08,474,77.91
Plasma & Cryo,-16.66,-18,-18,2.03,980,66.01
Plasma & Cryo,-16.32,-18,-18,8.9,198,75.22
Plasma & Cryo,-17.07,-18,-18,11.76,1436,45.95
Plasma & Cryo,-16.36,-18,-18,10.04,903,55.82
Plasma & Cryo,-14.24,-18,-18,3.07,323,78.81
Plasma & Cryo,-18.66,-18,-18,7.2,439,76.11
Plasma & Cryo,-18.86,-18,-18,4.25,810,72.05
Plasma & Cryo,-18.14,-18,-18,5.99,898,66.13
Plasma & Cryo,-17.67,-18,-18,11.95,770,59.98
Plasma & Cryo,-16.59,-18,-18,3.93,691,70.35
Plasma & Cryo,-20.0,-18,-18,9.68,856,67.19
Plasma & Cryo,-14.91,-18,-18,6.95,600,63.79
Plasma & Cryo,-18.59,-18,-18,3.62,1349,60.99
Plasma & Cryo,-16.72,-18,-18,6.05,17,86.73
Plasma & Cryo,-17.99,-18,-18,7.49,693,68.3
Plasma & Cryo,-14.61,-18,-18,5.07,416,72.12
Plasma & Cryo,-15.37,-18,-18,4.65,726,65.32
Plasma & Cryo,-18.15,-18,-18,2.73,41,93.49
Plasma & Cryo,-17.33,-18,-18,9.76,863,59.82
Plasma & Cryo,-18.22,-18,-18,9.07,160,79.45
Plasma & Cryo,-17.78,-18,-18,7.31,1215,56.99
Plasma & Cryo,-17.46,-18,-18,6.38,872,64.43
Plasma & Cryo,-16.02,-18,-18,9.56,347,69.22
Plasma & Cryo,-18.85,-18,-18,9.56,317,76.0
Plasma & Cryo,-17.28,-18,-18,11.84,1304,48.8
Plasma & Cryo,-16.37,-18,-18,9.2,912,56.75
Plasma & Cryo,-18.46,-18,-18,11.0,1212,55.0
Plasma & Cryo,-17.17,-18,-18,3.45,1400,56.08
Plasma & Cryo,-14.01,-18,-18,4.87,783,59.73
Plasma & Cryo,-15.4,-18,-18,6.3,1338,48.41
Plasma & Cryo,-15.3,-18,-18,4.02,493,73.12
Plasma & Cryo,-16.58,-18,-18,11.48,354,67.3
Plasma & Cryo,-15.09,-18,-18,8.07,509,64.92
Plasma & Cryo,-15.2,-18,-18,8.62,1170,48.37
Plasma & Cryo,-17.14,-18,-18,11.99,161,72.77
Plasma & Cryo,-18.24,-18,-18,5.08,47,89.17
Plasma & Cryo,-18.86,-18,-18,5.95,181,84.75
Plasma & Cryo,-14.85,-18,-18,9.33,1437,41.16
Plasma & Cryo,-16.83,-18,-18,8.84,1096,54.67
Plasma & Cryo,-15.83,-18,-18,5.13,82,85.35
Plasma & Cryo,-16.37,-18,-18,9.35,428,68.19
Plasma & Cryo,-15.19,-18,-18,3.93,1373,49.99
Plasma & Cryo,-14.44,-18,-18,4.61,292,76.94
Plasma & Cryo,-16.45,-18,-18,5.76,471,73.07
Plasma & Cryo,-14.11,-18,-18,9.19,1379,39.96
Plasma & Cryo,-14.04,-18,-18,4.87,75,83.91
Plasma & Cryo,-18.61,-18,-18,7.8,741,68.33
Plasma & Cryo,-14.22,-18,-18,8.37,848,52.99
Plasma & Cryo,-15.15,-18,-18,9.4,871,53.76
Plasma & Cryo,-19.73,-18,-18,3.51,219,88.52
Plasma & Cryo,-15.3,-18,-18,7.51,318,72.03
Plasma & Cryo,-14.11,-18,-18,5.91,486,67.08
Plasma & Cryo,-16.84,-18,-18,4.07,246,83.39
Plasma & Cryo,-14.35,-18,-18,7.78,1048,49.46
Plasma & Cryo,-17.95,-18,-18,6.76,950,63.51
Plasma & Cryo,-18.36,-18,-18,4.22,1351,59.63
Plasma & Cryo,-19.74,-18,-18,2.09,259,89.68
Plasma & Cryo,-19.71,-18,-18,3.32,449,83.17
Plasma & Cryo,-16.18,-18,-18,3.41,63,89.99
Plasma & Cryo,-17.18,-18,-18,7.67,809,63.36
Plasma & Cryo,-15.05,-18,-18,6.42,450,69.45
Plasma & Cryo,-17.83,-18,-18,9.74,1318,52.51
Plasma & Cryo,-14.16,-18,-18,6.94,769,57.09
Plasma & Cryo,-14.94,-18,-18,5.92,558,66.88
Plasma & Cryo,-15.03,-18,-18,3.56,190,83.83
Plasma & Cryo,-17.35,-18,-18,8.18,643,66.93
Plasma & Cryo,-14.74,-18,-18,3.54,613,69.05
Plasma & Cryo,-14.14,-18,-18,4.0,1408,45.84
Plasma & Cryo,-14.63,-18,-18,6.3,554,65.53
Plasma & Cryo,-16.71,-18,-18,3.47,555,75.1
Plasma & Cryo,-17.06,-18,-18,3.35,455,78.78
Plasma & Cryo,-19.87,-18,-18,5.18,1127,66.85
Plasma & Cryo,-15.65,-18,-18,2.49,34,92.71
Plasma & Cryo,-17.82,-18,-18,4.11,865,68.62
Plasma & Cryo,-15.63,-18,-18,10.52,413,64.88
Plasma & Cryo,-16.43,-18,-18,6.27,1262,53.24
Plasma & Cryo,-14.62,-18,-18,8.66,1093,48.13
Plasma & Cryo,-17.81,-18,-18,2.23,39,94.3
Plasma & Cryo,-17.52,-18,-18,3.76,129,88.39
Plasma & Cryo,-15.35,-18,-18,2.45,281,83.37
Plasma & Cryo,-19.46,-18,-18,10.97,1305,56.47
Plasma & Cryo,-19.79,-18,-18,2.97,565,81.08
Plasma & Cryo,-18.78,-18,-18,6.18,1058,64.19
